ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTABELECI,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
79,-46769257,-23685234,355030843000155,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ANGELA - AMA,"GUAVIRITUBA,ESTR,49",V  SANTA LUCIA,58315665,04937000,3474674,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
80,-46576336,-23485505,355030892000003,3550308005069,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,JD BRASIL- AMA,"FRANCISCO PEIXOTO BIZERRA,R,400",JD BRASIL,22014101,02222010,6160824.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
81,-46491506,-23554330,355030824000018,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD BRASILIA-AMA,"OSVALDO VALLE CORDEIRO,AV,245",JD. BRASILIA,67439476,03584000,6136117.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
82,-46712124,-23771107,355030855000005,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-AMA,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589,04858550,6135846.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
83,-46408536,-23511853,355030884000192,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JD CAMPOS - AMA,"CRESCENTE,R,97",COHAB NAZARE,61354034,08152090,6135811.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
84,-46789576,-23730480,355030843000220,3550308005289,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-AMA,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226,04960110,6133576.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
85,-46686264,-23741988,355030830000176,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CASTRO ALVES-AMA,"JOAO PAULO BARRETO,R,131",JD. CASTRO ALVES,59712157,04842150,6149758.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
86,-46452307,-23608385,355030833000073,3550308005306,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-AMA,"SOMOS TODOS IGUAIS,R, 330",S+O MATEUS,67342079,08343000,6135412.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
87,-46429597,-23603342,355030833000055,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD DAS LARANJEIRAS-AMA,"BENTO GUELFI, AV,1100",JD LARANJEIRAS,67317252,08380460,6135889.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
88,-46379916,-23494881,355030836000113,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-AMA,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632415,08122100,6136125.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
89,-46685406,-23455938,355030811000091,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD ELISA MARIA - AMA,"REMULO NALDI,R,1",JD ELISA MARIA,39810967,02873250,5882281.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
90,-46421214,-23529885,355030896000097,3550308005257,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD ETELVINA-AMA,"MANOEL TEODORO XAVIER,R,138",JD ETELVINA,61351756,08430570,6135838.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
91,-46515914,-23591570,355030876000082,3550308005156,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JD GRIMALDI-AMA,"PEDRO DE CASTRO VELHO,R,523",V BANCARIA,22168076,03921000,6144039.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
92,-46419176,-23478599,355030844000195,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD HELENA-AMA,"KUMAKI AOKI,AV,785",JD. HELENA,65811661,08090370,6135994.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
93,-46704938,-23743565,355030823000196,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI - AMA,"ROQUE DO PARAGUASSU,R,190",V QUINTANA,59280272,04837150,6149774.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
94,-46748695,-23445919,355030842000041,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JD IPANEMA - AMA PEDRO RAVARA,"PEDRO RAVARA,R,11A",JD. IPANEMA,39413457,05187300,6160832.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
95,-46509798,-23559758,355030824000147,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD ITAPEMA -AMA,"COSTEIRA,R,572",V.ARISI,67246146,03573010,6136087.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
96,-46595741,-23448567,355030881000135,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JD JOAMAR - AMA,"ADALTO BEZERRA DELGADO,R,240",JD JOAMAR,29915308,02320110,6148395.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
97,-46673017,-23460263,355030811000302,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD LADEIRA ROSA-AMA,"JOSE DA COSTA GAVIAO,R,150",PQ. TIET-,38518818,02772000,6141706.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
98,-46643925,-23678053,355030822000169,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JD MIRIAM - AMA,"SANTO AFONSO,AV,419",JD. MIRIAM,56227869,04426000,6133479.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
99,-46695932,-23771089,355030830000341,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JD MIRNA-AMA,"JUVENAL HUDSON FERREIRA,DR,R,13",JD. MIRNA,55262114,04856140,6149790.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
100,-46383921,-23510992,355030836000057,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD NELIA-AMA,"ITAJUIBE,R,1910",ITAIM PAULISTA,69633802,08142000,6135447.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
101,-46479070,-23531063,355030805000068,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,JD NORDESTE-AMA,"NICOLO TARTAGLIA,R,45",JD COIMBRA,62806211,03693050,6143164.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
102,-46702491,-23462876,355030829000162,3550308005119,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JD PAULISTANO-AMA,"ENCRUZILHADA DO SUL,R, 220",JD PAULISTANO,39722916,02816010,6141714.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
103,-46731959,-23586132,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JD PERI PERI-AMA,"JOAO GUERRA,R,247",JD. PERI PERI,37420552,05535100,6156959.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
104,-46654242,-23463714,355030813000228,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JD PERI-AMA,"PERI RONCHETTI,AV,914",JD PERI,62318771,02633000,6148344.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
105,-46766027,-23630816,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD PIRAJUSSARA-AMA,"AMADEU DA SILVA SAMELO,R,423",JARDIM MARTINICA,58436257,05760140,6131670.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
106,-46391501,-23487081,355030844000156,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD ROMANO-AMA,"RIO MANOEL ALVES,R,57",ITAIM PAULISTA,65813737,08190450,6135870.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
107,-46783270,-23592156,355030865000001,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,JD S JORGE-AMA,"ANGELO APARECIDO DOS SANTOS DIAS,R,331",JD. SAO JORGE,37813817,05568090,6156967.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
108,-46743017,-23659403,355030846000093,3550308005224,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD S LUIZ-AMA,"LUIS ANTONIO VERNEY,R,98",JD. SAO LUIZ,55111153,05846380,6133525.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
109,-46442705,-23631626,355030875000102,3550308005278,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD STO ANDRE-AMA,"MIGUEL FERREIRA DE MELO,AV,497",S MATHEUS,27514339,08390000,6135862.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
110,-46491812,-23518051,355030864000015,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JD TRES MARIAS-AMA DR. MAURICIO Z.,"BRENO ACIOLI,R,440",V  SAO FRANCISCO,62804388,03676040,6135471.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
111,-46658855,-23673525,355030822000001,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JOAO YUNES - AMA,"LUIS VIVES,R,85",V JOANIZA,56220844,04404150,6133487.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
112,-46516773,-23499804,355030818000026,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,"JOSE PIRES,DR(ENG GOULART)-AMA","AUGUSTO CORREIA LEITE,R,538",ENG  GOULART,66217402,03726100,6143180.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
113,-46727089,-23484117,355030863000002,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,"JOSE SOARES HUNGRIA,DR -  AMA PIRITUBA","MENOTTI LAUDIZIO,AV,100",PIRITUBA,39747000,02945000,6146341.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
114,-46398396,-23565202,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"JUSCELINO KUBITSCHEK,PRES-AMA","UTARO KANAI,R,286",COHAB PRESID. JUSCELINO,65554474,08465000,6135978.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
115,-46641340,-23474762,355030851000016,3550308005128,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,LAUSANE PAULISTA-AMA,"VALORBE,R,80",LAUZANE PTA,62318619,02442140,6148352.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
116,-46438874,-23540016,355030847000100,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,"LUCY UDAKIRI,DRA (JOSE BONIFACIO III) - AMA","SILVIO BARBINI,R,40",COHAB JOSE BONIFACIO,69446086,08250650,6135900.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
117,-46486454,-23544372,355030805000008,3550308005149,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"MANUEL DA NOBREGA,PE-AMA","FRANCISCO DE TOLEDO,PE,AV,545",COHAB PADRE M. DA NOBREGA,67417296,03590120,6143172.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
118,-46655108,-23486165,355030821000079,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,MASSAGISTA MARIO AMERICO - AMA,"OSCAR DE MOURA LACERDA,ENG,R,231",IMIRIM,62391561,02540070,6148360.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
119,-46505721,-23517253,355030864000068,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,"MATHEUS SANTAMARIA,DR (JD POPULAR) - AMA","JAMES TORRES,AV,600",JD. POPULAR,27916421,03670010,6135463.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
120,-46550415,-23526151,355030859000135,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE - AMA,"GERMANO,FREI,R,50",PENHA,61975802,03604050,5268125.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
121,-46494531,-23598225,355030873000125,3550308005207,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,OSCAR PEREIRA DA SILVA  - AMA,"ENGENHO NOVO,AV,120",JD. TIETE,69623644,03943020,6136109.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
122,-46435159,-23526871,355030837000214,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARADA XV DE NOVEMBRO-AMA,"IBIAJARA,R,804",ITAQUERA,62860017,08250110,6135919.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
123,-46718678,-23617574,355030883000160,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAISOPOLIS - AMA,"SILVEIRA SAMPAIO,R,660",VILA ANDRADE,,,6728626.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
124,-46726602,-23829632,355030855000022,3550308005301,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-AMA,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860,04890430,6135927.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
125,-46620487,-23525505,355030856000007,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,PARI - AMA,"OLARIAS,DAS,R,503",CANINDE,32270081,03030020,6135935.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
126,-46794837,-23601401,355030865000211,3550308005239,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,PAULO VI-AMA,"VATICANO,AV,69",JD. JOAO XXIII,37820838,05569120,6157025.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
127,-46756881,-23408918,355030861000019,3550308005243,62,PERUS,1,PERUS,Norte,Norte 1,PERUS-AMA,"JOAO GONCALVES DE LIMA,VIG,PCA,239",PERUS,39170707,05206180,6146333.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
128,-46787208,-23430851,355030803000014,3550308005241,03,ANHANGUERA,1,PERUS,Norte,Norte 1,PQ ANHANGUERA - AMA,"ANHANGUERA,ROD KM 24,5/PIERRE RENOIR,100",JD. BRITANIA,39166375,05259000,6146317.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
129,-46609987,-23648697,355030868000186,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,PQ BRISTOL-AMA,"FRANCOIS BUNEL,R,194",PQ BRISTOL,63313089,04193310,6133584.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
130,-46647972,-23696777,355030858000197,3550308005214,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,PQ DOROTEIA-AMA,"ANIQUIS,DOS,R,3",JD. STA TEREZINHA,55600890,04474000,6133495.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
131,-46791828,-23675312,355030819000344,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PQ FERNANDA-AMA,"ERNESTO SOARES FILHO,R,301",PQ FERNANDA,58211632,05888070,6131662.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
132,-46748702,-23679004,355030846000125,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PQ FIGUEIRA GRANDE-AMA,"DANIEL KLEIN,R,211",PQ. FIGUEIRA GRANDE,55146609,04915170,6133592.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
133,-46737725,-23488279,355030895000035,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PQ MARIA DOMITILA - AMA,"ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421",PQ. MARIA DOMITILA,39034825,05119000,6146325.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
134,-46783715,-23698944,355030843000023,3550308005293,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-AMA,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448,05874130,6133606.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
135,-46431785,-23486749,355030844000107,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,PQ PAULISTANO - AMA,"SILVEIRA PIRES,R,265",PQ PAULISTANO,20259468,08080160,5963826.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
136,-46755453,-23656634,355030846000224,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PQ STO ANTONIO-AMA,"MANUEL BORDALO PINHEIRO,R,100",PQUE SANTO ANTONIO,55114249,05850230,6133614.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
137,-46457302,-23630870,355030875000151,3550308005277,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,S+O FRANCISCO II - AMA,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,27516712,08310010,6143202.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
138,-46593417,-23613340,355030868000251,3550308005086,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA-AMA,"ESTRADA DAS LAGRIMAS,1404",V HELIOPOLIS,2733537,04232000,6133622.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
139,-46639208,-23598259,355030890000120,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SANTA CRUZ - AMA,"PEDRO DE TOLEDO,R,309",V CLEMENTINO,53390862,04039030,5662699.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
140,-46459987,-23556400,355030857000076,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SANTA MARCELINA - AMA,"CACHOEIRA DA ILHA,R,71",ITAQUERA,20706203,08270110,6926622.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
141,-46492813,-23611267,355030876000172,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA-AMA,"JOAO LOPES DE LIMA,R,1151",JD. SAPOPEMBA,29623480,03976020,6144055.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
142,-46446369,-23509507,355030887000107,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SITIO DA CASA PINTADA -AMA,"MARIA SANTANA,AV,101",JD STA MARIA,61530800,08050130,6136001.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
143,-46700788,-23523667,355030848000002,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,SOROCABANA - AMA,"CATAO,R,380",V ROMANA,38793090,05049000,6998208.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
144,-46565830,-23531961,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAPE - AMA HOSPITAL TATUAPE,"SIRIA,R,95",TATUAPE,33947129,03086040,6146309.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
145,-46440472,-23496403,355030874000093,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - AMA,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099,08010130,6135722.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
146,-46515396,-23572685,355030804000003,3550308005151,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,V ANTONIETA-AMA,"JOAO DE OLIVEIRA MELLO,CEL,R,440",V ANTONIETA,67253997,03474020,6136052.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
147,-46670111,-23504804,355030850000062,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,V BARBOSA-AMA,"MANDAQUI,AV,197",LIMAO,39661302,02550000,6148379.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
148,-46554629,-23604588,355030893000124,3550308005082,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V CALIFORNIA-AMA,"SAO JANUARIO,DE,CDE,PCA,91",V CALIFORNIA,69171117,03215080,6144098.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
149,-46448219,-23549185,355030837000178,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V CARMOSINA-AMA,"IPOPOCA,R,61",ITAQUERA,65247796,08290335,6136036.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
150,-46524187,-23552513,355030820000075,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,V CARRAO-AMA,"JACI BARBOSA,DR,R,280",CARRAOZINHO,67854728,03447000,6136060.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
151,-46642993,-23670825,355030822000166,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CLARA - AMA,"ROLANDO CURTIS,R,701",V. CLARA,56236883,04414000,6143288.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
152,-46527859,-23579027,355030885000110,3550308005079,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,V GUARANI - AMA,"TERESINHA,R,123",V  GUARANI,69102958,03382180,6136079.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
153,-46605055,-23515717,355030886000029,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,V GUILHERME- AMA,"JOAO VENTURA BATISTA,R,615",V GUILHERME,69015883,02054100,6160794.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
154,-46651288,-23677002,355030822000042,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V IMPERIO - AMA,"CATARINA GABRIELLI,R,150",AMERICAN-POLIS,56223899,,6133517.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
155,-46584769,-23491895,355030892000121,3550308005068,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,V MEDEIROS- AMA,"EURICO SODRE,R,353",V MEDEIROS,62022223,02215010,6160816.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
156,-46649178,-23688526,355030822000156,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V MISSIONARIA - AMA,"RAINHA DAS MISSOES,R,515",V MISSIONARIA,56169636,,6133509.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
157,-46611940,-23633637,355030827000118,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,V MORAES-AMA JOAO BOTELHO VIEIRA,"GIOVANNI DI BALBUCCIO,R,250",V MORAES,50580891,04170000,6133649.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
158,-46744260,-23542420,355030841000058,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,V NOVA JAGUARE-AMA,"SALATIEL DE CAMPOS,R,222",JAGUARE,37681527,05333010,6141749.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
